Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z
2023,11,02,17,51,33,993,0.521063,0,0,-0.576315,0.197055,0.29138,-0.40107,1.3751,272.441,0,0,0
2023,11,02,17,51,34,013,0.54107,0,0,-0.576315,0.197055,0.29138,-0.40107,1.3751,272.441,0,0,0
2023,11,02,17,51,34,033,0.561066,0,0,-0.569796,0.197288,0.29534,-0.40107,1.3751,272.499,0,0,0
2023,11,02,17,51,34,054,0.581085,0,0,-0.547167,0.196937,0.25674,-0.40107,1.3751,272.499,0,0,0
2023,11,02,17,51,34,073,0.601067,0,0,-0.561978,0.193156,0.13342,-0.40107,1.3178,272.499,0,0,0
2023,11,02,17,51,34,093,0.621093,0,0,-0.561978,0.193156,0.13342,-0.40107,1.3751,272.499,0,0,0
2023,11,02,17,51,34,113,0.64107,0,0,-0.57521,0.204172,0.1284,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,133,0.661068,0,0,-0.57521,0.204172,0.1284,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,153,0.681081,0,0,-0.577345,0.20643,0.12794,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,173,0.701082,0,0,-0.577345,0.20643,0.12794,-0.40107,1.3178,272.384,0,0,0
2023,11,02,17,51,34,193,0.721072,0,0,-0.57736,0.201923,0.1291,-0.40107,1.3178,272.384,0,0,0
2023,11,02,17,51,34,216,0.74109,0,0,-0.57736,0.201923,0.1291,-0.40107,1.3178,272.384,0,0,0
2023,11,02,17,51,34,233,0.761066,0,0,-0.578253,0.19748,0.1229,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,253,0.78108,0,0,-0.578253,0.19748,0.1229,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,273,0.801075,0,0,-0.578253,0.19748,0.1229,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,293,0.821072,0,0,-0.588742,0.203371,0.12714,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,313,0.841071,0,0,-0.588742,0.203371,0.12714,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,333,0.86108,0,0,-0.574353,0.209822,0.11582,-0.40107,1.3178,272.441,0,0,0
2023,11,02,17,51,34,353,0.881062,0,0,-0.574353,0.209822,0.11582,-0.343775,1.3178,272.499,0,0,0
2023,11,02,17,51,34,373,0.901099,0,0,-0.582949,0.191533,0.12192,-0.343775,1.3178,272.499,0,0,0
2023,11,02,17,51,34,393,0.921068,0,0,-0.600874,0.174682,0.12232,-0.343775,1.3178,272.499,0,0,0
2023,11,02,17,51,34,413,0.94107,0,0,-0.597483,0.178027,0.12756,-0.40107,1.3178,272.499,0,0,0
2023,11,02,17,51,34,433,0.961065,0,0,-0.597483,0.178027,0.12756,-0.40107,1.3751,272.499,0,0,0
2023,11,02,17,51,34,453,0.981065,0,0,-0.606773,0.188062,0.13532,-0.40107,1.3751,272.499,0,0,0
2023,11,02,17,51,34,473,1.00107,0,0,-0.606773,0.188062,0.13532,-0.40107,1.3751,272.499,0,0,0
2023,11,02,17,51,34,493,1.02108,0,0,-0.61367,0.200301,0.13582,-0.40107,1.43239,272.499,0,0,0
2023,11,02,17,51,34,513,1.04107,0,0,-0.61367,0.200301,0.13582,-0.40107,1.43239,272.499,0,0,0
2023,11,02,17,51,34,533,1.06108,0,0,-0.595489,0.19191,0.14242,-0.40107,1.43239,272.556,0,0,0
2023,11,02,17,51,34,553,1.08107,0,0,-0.595489,0.19191,0.14242,-0.40107,1.43239,272.556,0,0,0
2023,11,02,17,51,34,573,1.10107,0,0,-0.595489,0.19191,0.14242,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,593,1.12107,0,0,-0.580416,0.199813,0.14626,-0.458366,1.43239,272.613,0,0,0
2023,11,02,17,51,34,613,1.14108,0,0,-0.580416,0.199813,0.14626,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,633,1.16109,0,0,-0.620118,0.225514,0.14676,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,653,1.18109,0,0,-0.620118,0.225514,0.14676,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,673,1.20107,0,0,-0.605901,0.206065,0.14856,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,693,1.22109,0,0,-0.590248,0.197222,0.15042,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,713,1.24106,0,0,-0.579322,0.182803,0.1528,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,733,1.26107,0,0,-0.579322,0.182803,0.1528,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,753,1.28106,0,0,-0.587646,0.204275,0.15204,-0.458366,1.43239,272.556,0,0,0
2023,11,02,17,51,34,773,1.30108,0,0,-0.587646,0.204275,0.15204,-0.515662,1.43239,272.613,0,0,0
2023,11,02,17,51,34,793,1.32107,0,0,-0.608999,0.213415,0.15244,-0.515662,1.48969,272.613,0,0,0
2023,11,02,17,51,34,813,1.34109,0,0,-0.608999,0.213415,0.15244,-0.572958,1.54699,272.671,0,0,0
2023,11,02,17,51,34,833,1.36107,0,0,-0.613629,0.209645,0.15158,-0.630254,1.60428,272.728,0,0,0
2023,11,02,17,51,34,853,1.38107,0,0,-0.613629,0.209645,0.15158,-0.630254,1.71887,272.785,0,0,0
2023,11,02,17,51,34,873,1.40106,0,0,-0.613629,0.209645,0.15158,-0.630254,1.77617,272.843,0,0,0
2023,11,02,17,51,34,893,1.42109,0,0,-0.588287,0.20396,0.14834,-0.572958,1.89076,272.9,0,0,0
2023,11,02,17,51,34,913,1.44107,0,0,-0.588287,0.20396,0.14834,-0.515662,2.06265,273.014,0,0,0
2023,11,02,17,51,34,933,1.46108,0,0,-0.560127,0.258372,0.1445,-0.458366,2.17724,273.072,0,0,0
2023,11,02,17,51,34,953,1.48107,0,0,-0.560127,0.258372,0.1445,-0.343775,2.29183,273.129,0,0,0
2023,11,02,17,51,34,973,1.50107,0,0,-0.590805,0.20806,0.1454,-0.229183,2.46372,273.244,0,0,0
2023,11,02,17,51,34,993,1.52106,0,0,-0.616092,0.166817,0.14266,-0.0572958,2.63561,273.301,0,0,0
2023,11,02,17,51,35,013,1.54108,0,0,-0.625959,0.129129,0.14338,0.0572958,2.80749,273.415,0,0,0
2023,11,02,17,51,35,033,1.56106,0,0,-0.625959,0.129129,0.14338,0.229183,2.97938,273.473,0,0,0
2023,11,02,17,51,35,053,1.58117,0,0,-0.693461,0.119854,0.146,0.458366,3.15127,273.53,0,0,0
2023,11,02,17,51,35,073,1.60106,0,0,-0.693461,0.119854,0.146,0.630254,3.38045,273.587,0,0,0
2023,11,02,17,51,35,093,1.62108,0,0,-0.733456,0.113587,0.14892,0.802141,3.55234,273.645,0,0,0
2023,11,02,17,51,35,113,1.64106,0,0,-0.733456,0.113587,0.14892,1.03132,3.78152,273.645,0,0,0
2023,11,02,17,51,35,133,1.66108,0,0,-0.754415,0.0922746,0.15966,1.20321,3.95341,273.645,0,0,0
2023,11,02,17,51,35,153,1.68108,0,0,-0.754415,0.0922746,0.15966,1.3178,4.18259,273.645,0,0,0
2023,11,02,17,51,35,173,1.7011,0,0,-0.754415,0.0922746,0.15966,1.48969,4.35448,273.645,0,0,0
2023,11,02,17,51,35,193,1.72107,0,0,-0.815115,0.090961,0.1799,1.66158,4.58366,273.645,0,0,0
2023,11,02,17,51,35,213,1.74108,0,0,-0.815115,0.090961,0.1799,1.83347,4.69825,273.645,0,0,0
2023,11,02,17,51,35,233,1.76106,0,0,-0.860635,0.0986117,0.19274,1.94806,4.87014,273.587,0,0,0
2023,11,02,17,51,35,253,1.78108,0,0,-0.86521,0.100109,0.20216,2.06265,5.04203,273.587,0,0,0
2023,11,02,17,51,35,273,1.80107,0,0,-0.876034,0.112667,0.20668,2.11994,5.15662,273.53,0,0,0
2023,11,02,17,51,35,293,1.82108,0,0,-0.876034,0.112667,0.20668,2.23454,5.27121,273.473,0,0,0
2023,11,02,17,51,35,313,1.84107,0,0,-0.854526,0.12943,0.21214,2.29183,5.3858,273.415,0,0,0
2023,11,02,17,51,35,333,1.86107,0,0,-0.854526,0.12943,0.21214,2.34913,5.4431,273.358,0,0,0
2023,11,02,17,51,35,353,1.88106,0,0,-0.818756,0.110005,0.21666,2.40642,5.50039,273.301,0,0,0
2023,11,02,17,51,35,373,1.90106,0,0,-0.818756,0.110005,0.21666,2.40642,5.55769,273.186,0,0,0
2023,11,02,17,51,35,393,1.92105,0,0,-0.821427,0.119843,0.21972,2.46372,5.55769,273.129,0,0,0
2023,11,02,17,51,35,413,1.94108,0,0,-0.821427,0.119843,0.21972,2.46372,5.55769,273.014,0,0,0
2023,11,02,17,51,35,433,1.96106,0,0,-0.825548,0.131802,0.22406,2.46372,5.50039,272.9,0,0,0
2023,11,02,17,51,35,453,1.98109,0,0,-0.825548,0.131802,0.22406,2.40642,5.4431,272.785,0,0,0
2023,11,02,17,51,35,474,2.00108,0,0,-0.825548,0.131802,0.22406,2.34913,5.3858,272.671,0,0,0
2023,11,02,17,51,35,493,2.02106,0,0,-0.831662,0.127607,0.21952,2.29183,5.27121,272.556,0,0,0
2023,11,02,17,51,35,513,2.04107,0,0,-0.831662,0.127607,0.21952,2.17724,5.21392,272.384,0,0,0
2023,11,02,17,51,35,533,2.06108,0,0,-0.836577,0.0937246,0.21594,2.11994,5.15662,272.327,0,0,0
2023,11,02,17,51,35,553,2.08104,0,0,-0.836577,0.0937246,0.21594,2.06265,5.04203,272.27,0,0,0
2023,11,02,17,51,35,575,2.10278,0,0,-0.820368,0.0926627,0.22032,1.94806,4.98473,272.098,0,0,0
2023,11,02,17,51,35,593,2.12107,0,0,-0.812705,0.0939418,0.22412,1.83347,4.87014,272.04,0,0,0
2023,11,02,17,51,35,613,2.14107,0,0,-0.793864,0.0918273,0.2256,1.66158,4.75555,271.926,0,0,0
2023,11,02,17,51,35,633,2.16106,0,0,-0.793864,0.0918273,0.2256,1.54699,4.64096,271.811,0,0,0
2023,11,02,17,51,35,653,2.18108,0,0,-0.814777,0.097595,0.22606,1.3751,4.52637,271.754,0,0,0
2023,11,02,17,51,35,673,2.20106,0,0,-0.814777,0.097595,0.22606,1.26051,4.41177,271.639,0,0,0
2023,11,02,17,51,35,693,2.22107,0,0,-0.837718,0.106687,0.22864,1.08862,4.35448,271.582,0,0,0
2023,11,02,17,51,35,713,2.24106,0,0,-0.837718,0.106687,0.22864,0.974028,4.23989,271.525,0,0,0
2023,11,02,17,51,35,733,2.26108,0,0,-0.850021,0.101439,0.23052,0.859437,4.1253,271.41,0,0,0
2023,11,02,17,51,35,753,2.28106,0,0,-0.850021,0.101439,0.23052,0.802141,3.95341,271.353,0,0,0
2023,11,02,17,51,35,773,2.30108,0,0,-0.850021,0.101439,0.23052,0.744845,3.89611,271.296,0,0,0
2023,11,02,17,51,35,793,2.32106,0,0,-0.845936,0.108223,0.24234,0.687549,3.78152,271.238,0,0,0
2023,11,02,17,51,35,813,2.34108,0,0,-0.845936,0.108223,0.24234,0.630254,3.66693,271.181,0,0,0
2023,11,02,17,51,35,833,2.36108,0,0,-0.832772,0.100057,0.246,0.630254,3.55234,271.066,0,0,0
2023,11,02,17,51,35,853,2.38108,0,0,-0.832772,0.100057,0.246,0.630254,3.49504,271.009,0,0,0
2023,11,02,17,51,35,873,2.40107,0,0,-0.847564,0.0975934,0.2455,0.630254,3.38045,270.952,0,0,0
2023,11,02,17,51,35,893,2.42118,0,0,-0.837815,0.0916958,0.24262,0.687549,3.26586,270.952,0,0,0
2023,11,02,17,51,35,913,2.44106,0,0,-0.85825,0.0905467,0.24476,0.744845,3.20856,270.894,0,0,0
2023,11,02,17,51,35,933,2.46108,0,0,-0.85825,0.0905467,0.24476,0.802141,3.15127,270.837,0,0,0
2023,11,02,17,51,35,953,2.48107,0,0,-0.856359,0.107471,0.24136,0.859437,3.09397,270.78,0,0,0
2023,11,02,17,51,35,973,2.50107,0,0,-0.856359,0.107471,0.24136,0.916733,3.09397,270.78,0,0,0
2023,11,02,17,51,35,993,2.52107,0,0,-0.86027,0.122784,0.24808,0.974028,3.03668,270.723,0,0,0
2023,11,02,17,51,36,013,2.54107,0,0,-0.86027,0.122784,0.24808,1.08862,3.03668,270.723,0,0,0
2023,11,02,17,51,36,033,2.56106,0,0,-0.861912,0.135929,0.24594,1.26051,3.03668,270.723,0,0,0
2023,11,02,17,51,36,053,2.58107,0,0,-0.861912,0.135929,0.24594,1.3751,3.03668,270.78,0,0,0
2023,11,02,17,51,36,073,2.60106,0,0,-0.855304,0.124722,0.24236,1.48969,3.09397,270.78,0,0,0
2023,11,02,17,51,36,093,2.62108,0,0,-0.855304,0.124722,0.24236,1.54699,3.15127,270.837,0,0,0
2023,11,02,17,51,36,113,2.64107,0,0,-0.855304,0.124722,0.24236,1.66158,3.20856,270.894,0,0,0
2023,11,02,17,51,36,133,2.66108,0,0,-0.84271,0.105771,0.2401,1.71887,3.26586,270.952,0,0,0
2023,11,02,17,51,36,153,2.68107,0,0,-0.84271,0.105771,0.2401,1.83347,3.38045,271.009,0,0,0
2023,11,02,17,51,36,173,2.7011,0,0,-0.836696,0.112193,0.25008,1.83347,3.43775,271.066,0,0,0
2023,11,02,17,51,36,193,2.72107,0,0,-0.836696,0.112193,0.25008,1.94806,3.49504,271.181,0,0,0
2023,11,02,17,51,36,213,2.74107,0,0,-0.851953,0.104713,0.24844,2.00535,3.60963,271.296,0,0,0
2023,11,02,17,51,36,233,2.76106,0,0,-0.86416,0.105258,0.25504,2.11994,3.72423,271.41,0,0,0
2023,11,02,17,51,36,253,2.78107,0,0,-0.87992,0.11016,0.25422,2.17724,3.72423,271.467,0,0,0
2023,11,02,17,51,36,273,2.80107,0,0,-0.87992,0.11016,0.25422,2.23454,3.78152,271.582,0,0,0
2023,11,02,17,51,36,293,2.82107,0,0,-0.895546,0.116349,0.25894,2.34913,3.83882,271.697,0,0,0
2023,11,02,17,51,36,313,2.84107,0,0,-0.895546,0.116349,0.25894,2.40642,3.95341,271.754,0,0,0
2023,11,02,17,51,36,333,2.86111,0,0,-0.897743,0.103315,0.26954,2.46372,4.0107,271.811,0,0,0
2023,11,02,17,51,36,353,2.88107,0,0,-0.897743,0.103315,0.26954,2.57831,4.1253,271.926,0,0,0
2023,11,02,17,51,36,374,2.90212,0,0,-0.879178,0.0958036,0.27304,2.63561,4.23989,271.926,0,0,0
2023,11,02,17,51,36,393,2.92107,0,0,-0.879178,0.0958036,0.27304,2.63561,4.29718,271.983,0,0,0
2023,11,02,17,51,36,413,2.94108,0,0,-0.873126,0.096275,0.28614,2.6929,4.46907,272.04,0,0,0
2023,11,02,17,51,36,433,2.96106,0,0,-0.873126,0.096275,0.28614,2.6929,4.58366,272.04,0,0,0
2023,11,02,17,51,36,453,2.98107,0,0,-0.873126,0.096275,0.28614,2.7502,4.69825,272.098,0,0,0
2023,11,02,17,51,36,473,3.00107,0,0,-0.862222,0.0933036,0.29434,2.7502,4.81285,272.04,0,0,0
2023,11,02,17,51,36,494,3.02187,0,0,-0.862222,0.0933036,0.29434,2.7502,4.92744,272.04,0,0,0
2023,11,02,17,51,36,513,3.04109,0,0,-0.858979,0.0935434,0.30012,2.80749,5.04203,272.04,0,0,0
2023,11,02,17,51,36,534,3.0619,0,0,-0.87346,0.0910353,0.3085,2.80749,5.09932,272.04,0,0,0
2023,11,02,17,51,36,553,3.08107,0,0,-0.878248,0.0887019,0.3131,2.7502,5.15662,271.983,0,0,0
2023,11,02,17,51,36,573,3.10107,0,0,-0.878248,0.0887019,0.3131,2.7502,5.21392,271.926,0,0,0
2023,11,02,17,51,36,593,3.12106,0,0,-0.876699,0.0897707,0.31242,2.6929,5.21392,271.868,0,0,0
2023,11,02,17,51,36,613,3.14106,0,0,-0.876699,0.0897707,0.31242,2.63561,5.21392,271.811,0,0,0
2023,11,02,17,51,36,633,3.16107,0,0,-0.871241,0.0757284,0.32164,2.57831,5.21392,271.754,0,0,0
2023,11,02,17,51,36,653,3.18109,0,0,-0.871241,0.0757284,0.32164,2.52101,5.21392,271.697,0,0,0
2023,11,02,17,51,36,673,3.20106,0,0,-0.880706,0.0722992,0.31766,2.46372,5.21392,271.639,0,0,0
2023,11,02,17,51,36,693,3.22109,0,0,-0.880706,0.0722992,0.31766,2.46372,5.21392,271.582,0,0,0
2023,11,02,17,51,36,713,3.24106,0,0,-0.880706,0.0722992,0.31766,2.34913,5.15662,271.525,0,0,0
2023,11,02,17,51,36,733,3.26108,0,0,-0.900189,0.0836755,0.31722,2.29183,5.15662,271.467,0,0,0
2023,11,02,17,51,36,753,3.28107,0,0,-0.900189,0.0836755,0.31722,2.23454,5.09932,271.41,0,0,0
2023,11,02,17,51,36,773,3.30109,0,0,-0.893889,0.0852176,0.32888,2.23454,5.09932,271.296,0,0,0
2023,11,02,17,51,36,793,3.32107,0,0,-0.893889,0.0852176,0.32888,2.17724,5.04203,271.238,0,0,0
2023,11,02,17,51,36,813,3.3411,0,0,-0.896622,0.0811296,0.33014,2.17724,4.98473,271.181,0,0,0
2023,11,02,17,51,36,833,3.36107,0,0,-0.894625,0.0857052,0.3295,2.11994,4.98473,271.066,0,0,0
2023,11,02,17,51,36,853,3.38109,0,0,-0.880526,0.0831379,0.34342,2.06265,4.92744,271.009,0,0,0
2023,11,02,17,51,36,873,3.40107,0,0,-0.880526,0.0831379,0.34342,2.06265,4.92744,270.952,0,0,0
2023,11,02,17,51,36,894,3.42208,0,0,-0.866289,0.0678846,0.34566,2.06265,4.92744,270.894,0,0,0
2023,11,02,17,51,36,913,3.44107,0,0,-0.866289,0.0678846,0.34566,2.00535,4.87014,270.837,0,0,0
2023,11,02,17,51,36,933,3.46107,0,0,-0.873367,0.0593959,0.36248,2.00535,4.87014,270.723,0,0,0
2023,11,02,17,51,36,953,3.48109,0,0,-0.873367,0.0593959,0.36248,1.94806,4.87014,270.665,0,0,0
2023,11,02,17,51,36,973,3.50108,0,0,-0.872281,0.0673574,0.37128,1.94806,4.81285,270.608,0,0,0
2023,11,02,17,51,36,993,3.52109,0,0,-0.872281,0.0673574,0.37128,1.94806,4.75555,270.551,0,0,0
2023,11,02,17,51,37,013,3.54108,0,0,-0.872281,0.0673574,0.37128,1.94806,4.69825,270.493,0,0,0
2023,11,02,17,51,37,033,3.56107,0,0,-0.874146,0.0612358,0.37996,2.00535,4.64096,270.436,0,0,0
2023,11,02,17,51,37,053,3.58114,0,0,-0.874146,0.0612358,0.37996,2.00535,4.52637,270.379,0,0,0
2023,11,02,17,51,37,073,3.60107,0,0,-0.853876,0.0616241,0.38974,2.00535,4.46907,270.321,0,0,0
2023,11,02,17,51,37,093,3.62108,0,0,-0.853876,0.0616241,0.38974,2.00535,4.35448,270.264,0,0,0
2023,11,02,17,51,37,113,3.64108,0,0,-0.844974,0.0519494,0.38704,2.00535,4.23989,270.264,0,0,0
2023,11,02,17,51,37,133,3.6611,0,0,-0.841086,0.0607805,0.38606,2.00535,4.18259,270.207,0,0,0
2023,11,02,17,51,37,153,3.68108,0,0,-0.835499,0.074991,0.38606,2.00535,4.068,270.207,0,0,0
2023,11,02,17,51,37,173,3.70112,0,0,-0.835499,0.074991,0.38606,2.00535,4.0107,270.15,0,0,0
2023,11,02,17,51,37,193,3.72107,0,0,-0.846554,0.0756813,0.39178,1.94806,3.89611,270.15,0,0,0
2023,11,02,17,51,37,213,3.74107,0,0,-0.846554,0.0756813,0.39178,1.89076,3.83882,270.15,0,0,0
2023,11,02,17,51,37,233,3.76107,0,0,-0.843911,0.0787825,0.39854,1.89076,3.78152,270.092,0,0,0
2023,11,02,17,51,37,253,3.78108,0,0,-0.843911,0.0787825,0.39854,1.83347,3.72423,270.092,0,0,0
2023,11,02,17,51,37,273,3.80108,0,0,-0.872974,0.0743121,0.4074,1.77617,3.60963,270.092,0,0,0
2023,11,02,17,51,37,293,3.82107,0,0,-0.872974,0.0743121,0.4074,1.71887,3.55234,270.092,0,0,0
2023,11,02,17,51,37,313,3.84107,0,0,-0.885618,0.0605246,0.41064,1.71887,3.49504,270.092,0,0,0
2023,11,02,17,51,37,333,3.86106,0,0,-0.885618,0.0605246,0.41064,1.77617,3.38045,270.092,0,0,0
2023,11,02,17,51,37,353,3.88107,0,0,-0.885618,0.0605246,0.41064,1.77617,3.32316,270.15,0,0,0
2023,11,02,17,51,37,373,3.90106,0,0,-0.837718,0.0213656,0.4278,1.83347,3.26586,270.15,0,0,0
2023,11,02,17,51,37,393,3.92106,0,0,-0.837718,0.0213656,0.4278,1.89076,3.26586,270.207,0,0,0
2023,11,02,17,51,37,413,3.94106,0,0,-0.824045,0.0257774,0.43966,2.00535,3.26586,270.207,0,0,0
2023,11,02,17,51,37,433,3.96106,0,0,-0.848777,0.0245626,0.43596,2.00535,3.26586,270.207,0,0,0
2023,11,02,17,51,37,453,3.98107,0,0,-0.85072,0.0367544,0.43808,2.11994,3.26586,270.264,0,0,0
2023,11,02,17,51,37,473,4.00106,0,0,-0.85072,0.0367544,0.43808,2.23454,3.32316,270.264,0,0,0
2023,11,02,17,51,37,493,4.02106,0,0,-0.874941,0.0543474,0.439,2.29183,3.32316,270.321,0,0,0
2023,11,02,17,51,37,513,4.04107,0,0,-0.874941,0.0543474,0.439,2.40642,3.38045,270.379,0,0,0
2023,11,02,17,51,37,535,4.06242,0,0,-0.865425,0.0436836,0.44204,2.46372,3.43775,270.379,0,0,0
2023,11,02,17,51,37,553,4.08106,0,0,-0.865425,0.0436836,0.44204,2.57831,3.49504,270.493,0,0,0
2023,11,02,17,51,37,573,4.10107,0,0,-0.852204,0.0611023,0.44888,2.63561,3.49504,270.493,0,0,0
2023,11,02,17,51,37,593,4.12106,0,0,-0.852204,0.0611023,0.44888,2.6929,3.55234,270.608,0,0,0
2023,11,02,17,51,37,613,4.14106,0,0,-0.846579,0.0527552,0.4358,2.6929,3.55234,270.665,0,0,0
2023,11,02,17,51,37,633,4.16107,0,0,-0.846579,0.0527552,0.4358,2.6929,3.60963,270.723,0,0,0
2023,11,02,17,51,37,653,4.18107,0,0,-0.846579,0.0527552,0.4358,2.6929,3.60963,270.837,0,0,0
2023,11,02,17,51,37,673,4.20107,0,0,-0.823834,0.0352126,0.44318,2.6929,3.60963,270.894,0,0,0
2023,11,02,17,51,37,693,4.22108,0,0,-0.823834,0.0352126,0.44318,2.63561,3.66693,271.009,0,0,0
2023,11,02,17,51,37,713,4.24106,0,0,-0.83097,0.0573376,0.44962,2.57831,3.66693,271.124,0,0,0
2023,11,02,17,51,37,733,4.26108,0,0,-0.83097,0.0573376,0.44962,2.52101,3.66693,271.238,0,0,0
2023,11,02,17,51,37,753,4.28106,0,0,-0.822119,0.0526285,0.45896,2.46372,3.66693,271.353,0,0,0
2023,11,02,17,51,37,773,4.30107,0,0,-0.811741,0.0622131,0.4712,2.34913,3.66693,271.41,0,0,0
2023,11,02,17,51,37,793,4.32108,0,0,-0.824481,0.0645431,0.4749,2.29183,3.66693,271.525,0,0,0
2023,11,02,17,51,37,813,4.34107,0,0,-0.824481,0.0645431,0.4749,2.23454,3.66693,271.639,0,0,0
2023,11,02,17,51,37,833,4.36107,0,0,-0.820538,0.0577184,0.48324,2.17724,3.66693,271.754,0,0,0
2023,11,02,17,51,37,853,4.38108,0,0,-0.820538,0.0577184,0.48324,2.06265,3.66693,271.811,0,0,0
2023,11,02,17,51,37,873,4.40107,0,0,-0.819468,0.0784869,0.50068,2.00535,3.66693,271.926,0,0,0
2023,11,02,17,51,37,894,4.42107,0,0,-0.819468,0.0784869,0.50068,1.94806,3.66693,272.04,0,0,0
2023,11,02,17,51,37,913,4.44107,0,0,-0.806568,0.0771415,0.5161,1.89076,3.66693,272.155,0,0,0
2023,11,02,17,51,37,933,4.46107,0,0,-0.806568,0.0771415,0.5161,1.89076,3.72423,272.212,0,0,0
2023,11,02,17,51,37,953,4.48111,0,0,-0.806568,0.0771415,0.5161,1.89076,3.72423,272.327,0,0,0
